Time,Open,High,Low,Last,Change,%Chg,Volume
07/10/2013,164.97,165.75,164.63,165.19,0.06,+0.04%,121429600
07/09/2013,164.98,165.33,164.27,165.13,1.18,+0.72%,119297904
07/08/2013,163.86,164.39,163.08,163.95,0.93,+0.57%,108092400
07/05/2013,162.47,163.08,161.3,163.02,1.74,+1.08%,122409904
07/03/2013,160.48,161.77,160.22,161.28,0.07,+0.04%,75216304
07/02/2013,161.12,162.3,160.5,161.21,-0.15,-0.09%,154863600
07/01/2013,161.26,162.48,161.08,161.36,0.94,+0.59%,131954800
06/28/2013,160.63,161.4,159.86,160.42,-0.66,-0.41%,160402896
06/27/2013,161.1,161.82,160.95,161.08,0.94,+0.59%,129483600
06/26/2013,159.87,160.5,159.25,160.14,1.56,+0.98%,134847904
06/25/2013,158.48,160.1,157.42,158.58,1.52,+0.97%,162262000
06/24/2013,157.41,158.43,155.73,157.06,-2.01,-1.26%,222334704
06/21/2013,159.64,159.76,157.47,159.07,-0.33,-0.21%,271931904
06/20/2013,161.86,163.47,158.98,159.4,-4.05,-2.48%,321255808
06/19/2013,165.6,165.89,163.38,163.45,-2.29,-1.38%,206149408
06/18/2013,164.53,165.99,164.52,165.74,1.3,+0.79%,114695504
06/17/2013,164.29,165.22,163.22,164.44,1.26,+0.77%,136295504
06/14/2013,164.03,164.67,162.91,163.18,-1.03,-0.63%,141197296
06/13/2013,161.66,164.5,161.3,164.21,2.46,+1.52%,163587600
06/12/2013,164.22,164.39,161.6,161.75,-1.35,-0.83%,177056896
06/11/2013,163.3,164.54,162.74,163.1,-1.7,-1.03%,159505296
06/10/2013,165.31,165.4,164.37,164.8,0,0.00%,105667000
06/07/2013,163.85,164.95,163.14,164.8,2.07,+1.27%,188337696
06/06/2013,161.2,162.74,160.25,162.73,1.46,+0.91%,200225408
06/05/2013,163.09,163.42,161.13,161.27,-2.29,-1.40%,211737696
06/04/2013,164.44,165.1,162.73,163.56,-0.79,-0.48%,157631296
06/03/2013,163.83,164.46,162.66,164.35,0.9,+0.55%,168390592
05/31/2013,165.37,166.31,163.13,163.45,-2.38,-1.44%,176850000
05/30/2013,165.35,166.59,165.22,165.83,0.61,+0.37%,107793696
05/29/2013,165.42,165.8,164.34,165.22,-1.08,-0.65%,160363296
05/28/2013,167.04,167.78,165.81,166.3,0.99,+0.60%,143679600
05/24/2013,164.47,165.38,163.98,165.31,-0.14,-0.08%,151573792
05/23/2013,164.16,165.91,163.94,165.45,-0.48,-0.29%,211064192
05/22/2013,167.34,169.07,165.17,165.93,-1.24,-0.74%,244031696
05/21/2013,167.08,167.8,166.5,167.17,0.24,+0.14%,95804200
05/20/2013,166.78,167.58,166.61,166.93,-0.01,-0.01%,85071104
05/17/2013,165.95,167.04,165.73,166.94,1.6,+0.97%,129800896
05/16/2013,165.78,166.36,165.09,165.34,-0.78,-0.47%,109913504
05/15/2013,164.96,166.45,164.91,166.12,0.89,+0.54%,120683400
05/14/2013,163.67,165.35,163.67,165.23,1.69,+1.03%,119000800
05/13/2013,163.2,163.81,162.82,163.54,0.13,+0.08%,81843104
05/10/2013,162.99,163.55,162.51,163.41,0.53,+0.33%,103202800
05/09/2013,163.27,163.7,162.47,162.88,-0.46,-0.28%,106738496
05/08/2013,162.42,163.39,162.33,163.34,0.74,+0.46%,97419104
05/07/2013,162.13,162.65,161.67,162.6,0.82,+0.51%,90359104
05/06/2013,161.49,162.01,161.42,161.78,0.41,+0.25%,66882100
05/03/2013,161.14,161.88,159.78,161.37,1.62,+1.01%,144202096
05/02/2013,158.68,159.89,158.53,159.75,1.47,+0.93%,96407504
05/01/2013,159.33,159.41,158.1,158.28,-1.4,-0.88%,138855104
04/30/2013,159.27,159.72,158.61,159.68,0.38,+0.24%,116010600
04/29/2013,158.66,159.65,158.42,159.3,1.06,+0.67%,88545696
04/26/2013,158.33,158.6,157.73,158.24,-0.28,-0.18%,95917400
04/25/2013,158.34,159.27,158.1,158.52,0.64,+0.41%,131060496
04/24/2013,157.83,158.3,157.54,157.88,0.1,+0.06%,96781104
04/23/2013,156.95,157.93,156.17,157.78,1.61,+1.03%,166141200
04/22/2013,155.78,156.54,154.75,156.17,0.69,+0.44%,106553400
04/19/2013,154.5,155.55,154.12,155.48,1.34,+0.87%,149687504
04/18/2013,155.37,155.41,153.55,154.14,-0.97,-0.63%,167583008
04/17/2013,156.29,156.32,154.28,155.11,-2.3,-1.46%,226834704
04/16/2013,156.29,157.49,155.91,157.41,2.29,+1.48%,147507808
04/15/2013,158,158.13,155.1,155.12,-3.68,-2.32%,217259008
04/12/2013,158.68,159.04,157.92,158.8,-0.39,-0.24%,116359800
04/11/2013,158.7,159.71,158.54,159.19,0.52,+0.33%,110142400
04/10/2013,157.17,158.87,157.13,158.67,1.92,+1.22%,135711008
04/09/2013,156.5,157.32,155.98,156.75,0.54,+0.35%,101922096
04/08/2013,155.27,156.22,154.75,156.21,1.05,+0.68%,86571104
04/05/2013,153.95,155.35,153.77,155.16,-0.7,-0.45%,159661696
04/04/2013,155.43,156.17,155.09,155.86,0.63,+0.41%,131884896
04/03/2013,156.91,157.03,154.82,155.23,-1.59,-1.01%,154167296
04/02/2013,156.61,157.21,156.37,156.82,0.77,+0.49%,101504200
04/01/2013,156.59,156.91,155.67,156.05,-0.62,-0.40%,99194000
03/28/2013,156.09,156.85,155.75,156.67,0.48,+0.31%,102932704
03/27/2013,155.26,156.25,155,156.19,0,0.00%,99950496
03/26/2013,155.59,156.23,155.42,156.19,1.24,+0.80%,86856496
03/25/2013,156.01,156.27,154.35,154.95,-0.65,-0.42%,151322208
03/22/2013,154.85,155.6,154.73,155.6,1.24,+0.80%,111163504
03/21/2013,154.76,155.64,154.1,154.36,-1.33,-0.85%,128604096
03/20/2013,155.52,155.95,155.26,155.69,1.08,+0.70%,113759200
03/19/2013,155.3,155.51,153.59,154.61,-0.36,-0.23%,167567200
03/18/2013,154.34,155.64,154.2,154.97,-0.86,-0.55%,126704200
03/15/2013,155.85,156.04,155.31,155.83,-0.9,-0.57%,138601104
03/14/2013,156.31,156.8,155.91,156.73,0.82,+0.53%,126329800
03/13/2013,155.76,156.12,155.23,155.91,0.23,+0.15%,92550800
03/12/2013,155.92,156.1,155.21,155.68,-0.35,-0.22%,105755696
03/11/2013,155.33,156.04,155.13,156.03,0.59,+0.38%,83746704
03/08/2013,155.46,155.65,154.66,155.44,0.66,+0.43%,123487600
03/07/2013,154.7,154.98,154.52,154.78,0.28,+0.18%,86101296
03/06/2013,154.84,154.92,154.16,154.5,0.21,+0.14%,94469800
03/05/2013,153.66,154.7,153.64,154.29,1.37,+0.90%,121663000
03/04/2013,151.76,152.92,151.52,152.92,0.81,+0.53%,99009600
03/01/2013,151.09,152.34,150.41,152.11,0.5,+0.33%,170634704
02/28/2013,151.9,152.87,151.41,151.61,-0.3,-0.20%,126865800
02/27/2013,149.89,152.33,149.76,151.91,1.89,+1.26%,150781792
02/26/2013,149.72,150.2,148.73,150.02,1.02,+0.68%,186596096
02/25/2013,152.63,152.86,149,149,-2.89,-1.90%,245824800
02/22/2013,151.15,151.89,150.49,151.89,1.47,+0.98%,106356496
02/21/2013,150.96,151.42,149.94,150.42,-0.92,-0.61%,183256896
02/20/2013,153.14,153.19,151.26,151.34,-1.91,-1.25%,160574704
02/19/2013,152.37,153.28,152.16,153.25,1.14,+0.75%,95105400
02/15/2013,152.43,152.59,151.55,152.11,-0.18,-0.12%,215226400
02/14/2013,151.69,152.47,151.52,152.29,0.14,+0.09%,80834200
02/13/2013,152.33,152.61,151.72,152.15,0.13,+0.09%,82322496
02/12/2013,151.78,152.3,151.61,152.02,0.25,+0.16%,65392600
02/11/2013,151.74,151.9,151.39,151.77,-0.03,-0.02%,73774896
02/08/2013,151.22,151.89,151.22,151.8,0.84,+0.56%,103133600
02/07/2013,151.21,151.35,149.86,150.96,-0.2,-0.13%,162489904
02/06/2013,150.52,151.26,150.41,151.16,0.11,+0.07%,138762704
02/05/2013,150.35,151.48,150.29,151.05,1.51,+1.01%,113912304
02/04/2013,150.32,151.27,149.43,149.54,-1.7,-1.12%,159073504
02/01/2013,150.65,151.42,150.39,151.24,1.54,+1.03%,131173000
01/31/2013,149.89,150.38,149.6,149.7,-0.37,-0.25%,108975800
01/30/2013,150.64,150.94,149.93,150.07,-0.59,-0.39%,137447600
01/29/2013,149.77,150.85,149.67,150.66,0.59,+0.39%,105694304
01/28/2013,150.29,150.33,149.51,150.07,-0.18,-0.12%,113357600
01/25/2013,149.88,150.25,149.37,150.25,0.84,+0.56%,147216000
01/24/2013,149.15,150.14,149.01,149.41,0.04,+0.03%,146426304
01/23/2013,149.13,149.5,148.86,149.37,0.24,+0.16%,104596000
01/22/2013,148.33,149.13,147.98,149.13,0.8,+0.54%,111797200
01/18/2013,147.97,148.49,147.43,148.33,0.33,+0.22%,169905904
01/17/2013,147.7,148.42,147.14,148,0.95,+0.65%,133833400
01/16/2013,146.77,147.28,146.61,147.05,-0.02,-0.01%,104849400
01/15/2013,146.29,147.21,146.2,147.07,0.1,+0.07%,93172496
01/14/2013,146.89,147.07,146.43,146.97,-0.1,-0.07%,89567104
01/11/2013,147.05,147.15,146.61,147.07,-0.01,-0.01%,113917200
01/10/2013,146.73,147.09,145.97,147.08,1.16,+0.79%,130735296
01/09/2013,145.87,146.32,145.64,145.92,0.37,+0.25%,90745504
01/08/2013,145.71,145.91,144.98,145.55,-0.42,-0.29%,121265000
01/07/2013,145.85,146.44,145.43,145.97,-0.4,-0.27%,110002496
01/04/2013,145.97,146.61,145.67,146.37,0.64,+0.44%,116817600
01/03/2013,145.99,146.37,145.34,145.73,-0.33,-0.23%,144761696
01/02/2013,145.11,146.15,144.73,146.06,3.65,+2.56%,192058896
12/31/2012,139.66,142.56,139.54,142.41,2.38,+1.70%,243952096
12/28/2012,140.64,141.42,139.87,140.03,-1.53,-1.08%,148806592
12/27/2012,141.79,142.08,139.92,141.56,-0.19,-0.13%,167920608
12/26/2012,142.64,142.71,141.35,141.75,-0.6,-0.42%,106947600
12/24/2012,142.48,142.56,142.19,142.35,-0.44,-0.31%,53874500
12/21/2012,142.17,144.09,141.94,142.79,-2.33,-1.61%,245883808
12/20/2012,144.38,145.14,143.98,145.12,0.83,+0.58%,168486896
12/19/2012,145.53,145.58,144.24,144.29,-1.08,-0.74%,150895296
12/18/2012,144,145.5,143.79,145.37,1.6,+1.11%,177762704
12/17/2012,142.47,143.85,142.43,143.77,1.66,+1.17%,143735696
12/14/2012,142.32,142.58,141.88,142.11,-0.52,-0.36%,137701600
12/13/2012,143.42,143.83,142.28,142.63,-0.88,-0.61%,135714896
12/12/2012,144,144.55,143.31,143.51,0.07,+0.05%,145880000
12/11/2012,143.06,144.11,142.99,143.44,0.97,+0.68%,152570304
12/10/2012,142.21,142.81,142.15,142.47,0.05,+0.04%,98840600
12/07/2012,142.53,142.69,141.67,142.42,0.44,+0.31%,108726304
12/06/2012,141.37,142.04,141.16,141.98,0.48,+0.34%,103220496
12/05/2012,141.37,142.16,140.37,141.5,0.25,+0.18%,147300400
12/04/2012,141.44,141.87,140.87,141.25,-0.2,-0.14%,127622496
12/03/2012,142.8,142.92,141.34,141.45,-0.71,-0.50%,124656200
11/30/2012,142.14,142.42,141.66,142.16,0.04,+0.03%,136568192
11/29/2012,141.99,142.51,141.37,142.12,0.66,+0.47%,151085792
11/28/2012,139.76,141.54,139,141.46,1.13,+0.81%,177086400
11/27/2012,140.91,141.39,140.24,140.33,-0.72,-0.51%,128646096
11/26/2012,140.65,141.36,140.19,141.05,-0.3,-0.21%,100124304
11/23/2012,140.13,141.4,140.04,141.35,1.9,+1.36%,65409100
11/21/2012,139.31,139.57,139.03,139.45,0.26,+0.19%,81710704
11/20/2012,138.91,139.42,138.08,139.19,0.06,+0.04%,119807296
11/19/2012,137.9,139.15,136.41,139.13,2.76,+2.02%,151495696
11/16/2012,135.9,136.64,134.7,136.37,0.67,+0.49%,239483808
11/15/2012,135.98,136.49,135.18,135.7,-0.23,-0.17%,178128304
11/14/2012,138.21,138.43,135.62,135.93,-1.86,-1.35%,191504896
11/13/2012,137.54,139.25,137.36,137.79,-0.48,-0.35%,123018200
11/12/2012,138.59,138.81,137.96,138.27,0.11,+0.08%,97677400
11/09/2012,137.62,139.44,137.55,138.16,0.12,+0.09%,201055200
11/08/2012,139.7,140.41,137.93,138.04,-1.68,-1.20%,181517200
11/07/2012,141.66,141.68,139.06,139.72,-3.24,-2.27%,264304400
11/06/2012,142.28,143.52,142.13,142.96,1.11,+0.78%,107068096
11/05/2012,141.35,142.17,140.93,141.85,0.29,+0.20%,98378400
11/02/2012,143.68,143.72,141.41,141.56,-1.27,-0.89%,137702096
11/01/2012,141.65,143.01,141.52,142.83,1.48,+1.05%,100995504
10/31/2012,141.85,142.03,140.68,141.35,0,0.00%,103438496
10/26/2012,141.3,141.84,140.39,141.35,-0.08,-0.06%,146023392
10/25/2012,142.02,142.28,140.57,141.43,0.41,+0.29%,134457296
10/24/2012,141.93,142.1,140.8,141.02,-0.4,-0.28%,120179200
10/23/2012,141.86,142.06,140.83,141.42,-1.99,-1.39%,192056192
10/22/2012,143.15,143.67,142.28,143.41,0.02,+0.01%,125578600
10/19/2012,145.55,145.56,143.05,143.39,-2.43,-1.67%,185645104
10/18/2012,145.82,146.52,145.33,145.82,-0.38,-0.26%,148108400
10/17/2012,145.64,146.32,145.42,146.2,0.66,+0.45%,128834000
10/16/2012,144.76,145.64,144.66,145.54,1.46,+1.01%,108815400
10/15/2012,143.23,144.23,142.77,144.08,1.19,+0.83%,107689000
10/12/2012,143.46,143.95,142.58,142.89,-0.47,-0.33%,124181800
10/11/2012,144.28,144.49,143.33,143.36,0.08,+0.06%,123601400
10/10/2012,144.18,144.32,143.09,143.28,-0.92,-0.64%,124247400
10/09/2012,145.53,145.65,144.15,144.2,-1.44,-0.99%,148872800
10/08/2012,145.6,146.12,145.31,145.64,-0.5,-0.34%,78415504
10/05/2012,146.91,147.16,145.7,146.14,0.01,+0.01%,124842096
10/04/2012,145.64,146.34,145.44,146.13,1.04,+0.72%,124311600
10/03/2012,144.89,145.43,144.13,145.09,0.59,+0.41%,121283000
10/02/2012,144.92,145.15,143.83,144.5,0.15,+0.10%,113422096
10/01/2012,144.52,145.69,144.01,144.35,0.38,+0.26%,135911104
09/28/2012,144.09,144.56,143.46,143.97,-0.67,-0.46%,150696000
09/27/2012,143.89,144.97,143.51,144.64,1.34,+0.94%,111830304
09/26/2012,144.06,144.11,142.95,143.3,-0.8,-0.56%,146502000
09/25/2012,145.96,146.24,144.06,144.1,-1.55,-1.06%,133165104
09/24/2012,145.15,145.98,145.04,145.65,-0.22,-0.15%,95681904
09/21/2012,146.64,146.67,145.81,145.87,-0.84,-0.57%,108737400
09/20/2012,146.03,146.79,145.63,146.71,0.01,+0.01%,154009696
09/19/2012,146.79,147.17,146.41,146.7,0.08,+0.05%,128318200
09/18/2012,146.49,146.81,146.25,146.62,-0.12,-0.08%,98326496
09/17/2012,146.94,147.19,146.37,146.74,-0.5,-0.34%,119427696
09/14/2012,146.88,148.11,146.76,147.24,0.65,+0.44%,169776992
09/13/2012,144.37,147.04,143.99,146.59,2.2,+1.52%,225470096
09/12/2012,144.39,144.55,143.9,144.39,0.48,+0.33%,87640896
09/11/2012,143.6,144.37,143.56,143.91,0.4,+0.28%,88759904
09/10/2012,144.19,144.44,143.46,143.51,-0.82,-0.57%,86458400
09/07/2012,144.01,144.39,143.88,144.33,0.56,+0.39%,107272000
09/06/2012,141.76,143.78,141.75,143.77,2.86,+2.03%,158272400
09/05/2012,141.09,141.47,140.63,140.91,-0.12,-0.09%,100660200
09/04/2012,141.04,141.46,140.13,141.03,-0.13,-0.09%,120226096
08/31/2012,141.29,141.82,140.36,141.16,0.67,+0.48%,151970304
08/30/2012,140.9,140.94,140.19,140.49,-1.02,-0.72%,96589800
08/29/2012,141.52,141.89,141.12,141.51,0.11,+0.08%,65421300
08/28/2012,141.18,141.84,140.97,141.4,-0.14,-0.10%,75689504
08/27/2012,141.89,142.08,141.34,141.54,0.03,+0.02%,68785800
08/24/2012,140.31,141.83,140.22,141.51,0.84,+0.60%,99481104
08/23/2012,141.47,141.48,140.44,140.67,-1.15,-0.81%,111466304
08/22/2012,141.4,142.05,141.07,141.82,0.06,+0.04%,133243400
08/21/2012,142.54,143.09,141.45,141.76,-0.43,-0.30%,105581000
08/20/2012,141.98,142.22,141.59,142.19,0.01,+0.01%,78255600
08/17/2012,142.23,142.3,141.86,142.18,0.19,+0.13%,90813600
08/16/2012,141.15,142.16,140.8,141.99,1.04,+0.74%,112014096
08/15/2012,140.64,141.19,140.55,140.95,0.16,+0.11%,71085800
08/14/2012,141.29,141.38,140.37,140.79,0.02,+0.01%,102379296
08/13/2012,140.6,140.84,140.04,140.77,-0.07,-0.05%,79426800
08/10/2012,140.04,140.89,139.81,140.84,0.23,+0.16%,99792600
08/09/2012,140.29,140.89,140.15,140.61,0.12,+0.09%,90291600
08/08/2012,139.85,140.65,139.81,140.49,0.17,+0.12%,89754600
08/07/2012,140.18,140.92,140.03,140.32,0.7,+0.50%,109545000
08/06/2012,139.72,140.17,139.56,139.62,0.27,+0.19%,86327696
08/03/2012,138.56,139.64,136.68,139.35,2.71,+1.98%,157824896
08/02/2012,136.55,137.57,135.58,136.64,-0.95,-0.69%,199556496
08/01/2012,138.7,138.73,137.4,137.59,-0.12,-0.09%,138293696
07/31/2012,138.49,138.87,137.71,137.71,-0.97,-0.70%,120575800
07/30/2012,138.52,139.34,138.27,138.68,0,0.00%,106781904
07/27/2012,136.89,139.07,136.14,138.68,2.51,+1.84%,236768896
07/26/2012,135.89,136.46,135.26,136.17,2.21,+1.65%,156526400
07/25/2012,134.21,134.56,133.25,133.96,0.03,+0.02%,129122200
07/24/2012,135.19,135.25,133.03,133.93,-1.16,-0.86%,173301104
07/23/2012,134.47,136.39,133.84,135.09,-1.38,-1.01%,145210592
07/20/2012,136.95,137.16,136.32,136.47,-1.26,-0.91%,142904400
07/19/2012,137.65,138.18,137.21,137.73,0.36,+0.26%,129847200
07/18/2012,136.04,137.64,135.96,137.37,1.01,+0.74%,113349600
07/17/2012,135.97,136.64,134.55,136.36,0.93,+0.69%,138860192
07/16/2012,135.44,135.83,134.9,135.43,-0.32,-0.24%,97525200
07/13/2012,133.86,135.89,133.84,135.75,2.24,+1.68%,129644096
07/12/2012,133.38,134.23,132.6,133.51,-0.65,-0.48%,143583104
07/11/2012,134.21,134.6,133.38,134.16,0.02,+0.01%,143235696
07/10/2012,136.01,136.23,133.68,134.14,-1.18,-0.87%,167884704
07/09/2012,135.38,135.57,134.7,135.32,-0.17,-0.13%,103780400
07/06/2012,135.47,135.77,134.85,135.49,-1.3,-0.95%,151192000
07/05/2012,136.9,137.8,136.29,136.79,-0.62,-0.45%,126177400
07/03/2012,136.48,137.51,136.34,137.41,0.9,+0.66%,80450096
07/02/2012,136.48,136.65,135.52,136.51,0.4,+0.29%,129524400
06/29/2012,135.2,136.27,134.85,136.11,3.32,+2.50%,212251008
06/28/2012,132.29,132.99,131.28,132.79,-0.38,-0.29%,169242704
06/27/2012,132.42,133.43,131.97,133.17,1.19,+0.90%,108087904
06/26/2012,131.7,132.38,130.93,131.98,0.66,+0.50%,141633904
06/25/2012,132.05,132.1,130.85,131.32,-2.14,-1.60%,146375696
06/22/2012,133.13,133.71,132.62,133.46,1.02,+0.77%,130029104
06/21/2012,135.64,135.78,132.33,132.44,-3.04,-2.24%,205272304
06/20/2012,135.71,136.1,134.27,135.48,-0.22,-0.16%,206466592
06/19/2012,135.08,136.25,134.37,135.7,1.3,+0.97%,137382496
06/18/2012,133.58,134.73,133.28,134.4,0.26,+0.19%,131365400
06/15/2012,133.38,134.26,133.1,134.14,0.67,+0.50%,169444400
06/14/2012,132.34,134,131.98,133.47,1.4,+1.06%,230616192
06/13/2012,132.53,133.36,131.62,132.07,-0.85,-0.64%,172223904
06/12/2012,131.79,133.01,131.16,132.92,1.5,+1.14%,181931696
06/11/2012,134.17,134.25,131.28,131.42,-1.68,-1.26%,169756000
06/08/2012,131.71,133.13,131.29,133.1,1.05,+0.80%,143811696
06/07/2012,133.47,133.53,131.78,132.05,0.08,+0.06%,184651600
06/06/2012,129.97,132.03,129.93,131.97,2.9,+2.25%,184029792
06/05/2012,127.85,129.26,127.78,129.07,0.97,+0.76%,164149408
06/04/2012,128.39,128.74,127.14,128.1,-0.06,-0.05%,202548192
06/01/2012,129.41,131.5,128.16,128.16,-3.31,-2.52%,253244896
05/31/2012,131.71,132.45,130.34,131.47,-0.29,-0.22%,196186096
05/30/2012,132.56,133.69,131.49,131.76,-1.94,-1.45%,162370304
05/29/2012,133.16,133.93,131.17,133.7,1.6,+1.21%,152883392
05/25/2012,132.48,132.85,131.78,132.1,-0.43,-0.32%,135465504
05/24/2012,132.63,132.84,131.42,132.53,0.26,+0.20%,167357600
05/23/2012,131.25,132.46,129.99,132.27,0.07,+0.05%,204958304
05/22/2012,132.31,133.23,131.34,132.2,0.23,+0.17%,197531104
05/21/2012,130.16,132.02,129.95,131.97,2.23,+1.72%,177860992
05/18/2012,131.37,131.6,129.55,129.74,-1.12,-0.86%,319631008
05/17/2012,132.86,133.02,130.79,130.86,-1.97,-1.48%,247992896
05/16/2012,133.94,134.55,132.8,132.83,-0.51,-0.38%,207265504
05/15/2012,134.02,134.81,133.13,133.34,-0.77,-0.57%,207629200
05/14/2012,134.31,135.61,133.91,134.11,-1.5,-1.11%,163909792
05/11/2012,135.17,136.87,135.11,135.61,-0.41,-0.30%,153032304
05/10/2012,136.68,136.85,135.71,136.02,0.28,+0.21%,150600896
05/09/2012,135.1,136.61,134.49,135.74,-0.81,-0.59%,220778096
05/08/2012,136.28,136.77,134.92,136.55,-0.55,-0.40%,213383808
05/07/2012,136.51,137.56,136.46,137.1,0.1,+0.07%,127765904
05/04/2012,138.52,139.3,136.92,137,-2.25,-1.62%,193931296
05/03/2012,140.34,140.45,138.99,139.25,-1.08,-0.77%,143762704
05/02/2012,139.92,140.46,139.46,140.33,-0.41,-0.29%,121080896
05/01/2012,139.79,141.66,139.63,140.74,0.87,+0.62%,138837296
04/30/2012,140.11,140.21,139.49,139.87,-0.52,-0.37%,115092200
04/27/2012,140.58,140.79,139.8,140.39,0.23,+0.16%,123982096
04/26/2012,138.89,140.32,138.81,140.16,0.97,+0.70%,136292608
04/25/2012,138.65,139.25,138.53,139.19,1.88,+1.37%,150254896
04/24/2012,136.91,137.66,136.8,137.31,0.52,+0.38%,137484192
04/23/2012,136.54,136.91,135.94,136.79,-1.16,-0.84%,171844800
04/20/2012,138.33,138.83,137.87,137.95,0.23,+0.17%,143199504
04/19/2012,138.63,139.15,137.07,137.72,-0.89,-0.64%,198666704
04/18/2012,138.46,139.08,138.38,138.61,-0.47,-0.34%,123884200
04/17/2012,137.84,139.36,137.7,139.08,2.03,+1.48%,147877504
04/16/2012,137.84,138.04,136.58,137.05,-0.09,-0.07%,147825200
04/13/2012,138.47,138.82,137.01,137.14,-1.65,-1.19%,169246592
04/12/2012,137.13,138.9,137.03,138.79,1.79,+1.31%,154321408
04/11/2012,137.29,137.54,136.75,137,1.1,+0.81%,154132800
04/10/2012,137.95,138.34,135.76,135.9,-2.32,-1.68%,235360192
04/09/2012,138.03,139.84,137.84,138.22,-1.57,-1.12%,127555800
04/05/2012,139.38,140.2,139.26,139.79,-0.07,-0.05%,137439296
04/04/2012,140.22,140.34,139.34,139.86,-1.4,-0.99%,146895904
04/03/2012,141.64,141.88,140.43,141.26,-0.58,-0.41%,155806592
04/02/2012,140.64,142.21,140.36,141.84,1.03,+0.73%,151740992
03/30/2012,140.92,141.05,140.05,140.81,0.58,+0.41%,135486592
03/29/2012,139.63,140.49,139.09,140.23,-0.24,-0.17%,164963600
03/28/2012,141.1,141.32,139.64,140.47,-0.7,-0.50%,148562000
03/27/2012,141.74,141.83,141.08,141.17,-0.44,-0.31%,119868400
03/26/2012,140.65,141.61,140.6,141.61,1.96,+1.40%,120163904
03/23/2012,139.32,139.81,138.55,139.65,0.45,+0.32%,120520896
03/22/2012,139.18,139.55,138.74,139.2,-1.01,-0.72%,135216704
03/21/2012,140.51,140.65,139.92,140.21,-0.23,-0.16%,122388400
03/20/2012,140.05,140.61,139.64,140.44,-0.41,-0.29%,121729600
03/19/2012,140.22,141.28,140.11,140.85,0.55,+0.39%,125291000
03/16/2012,140.36,140.48,140,140.3,-0.42,-0.30%,152893408
03/15/2012,140.13,140.78,139.76,140.72,0.81,+0.58%,165118496
03/14/2012,140.1,140.45,139.48,139.91,-0.15,-0.11%,145163392
03/13/2012,138.32,140.13,138.09,140.06,2.48,+1.80%,184090400
03/12/2012,137.56,137.76,137.09,137.58,0.01,+0.01%,104003400
03/09/2012,137.31,137.93,137.13,137.57,0.53,+0.39%,122836704
03/08/2012,136.52,137.32,136.24,137.04,1.35,+0.99%,116968800
03/07/2012,135.06,135.91,134.93,135.69,0.94,+0.70%,143626208
03/06/2012,135.36,135.43,134.36,134.75,-2,-1.46%,202129792
03/05/2012,137.1,137.2,136.28,136.75,-0.56,-0.41%,140764896
03/02/2012,137.64,137.82,137,137.31,-0.42,-0.30%,120638200
03/01/2012,137.31,137.99,136.93,137.73,0.71,+0.52%,145026096
02/29/2012,137.76,138.19,136.54,137.02,-0.54,-0.39%,185934704
02/28/2012,137.21,137.72,136.93,137.56,0.4,+0.29%,129355800
02/27/2012,136.03,137.53,135.8,137.16,0.23,+0.17%,145728800
02/24/2012,136.93,137.2,136.63,136.93,0.3,+0.22%,105539000
02/23/2012,135.97,136.73,135.5,136.63,0.6,+0.44%,137704192
02/22/2012,136.25,136.55,135.79,136.03,-0.44,-0.32%,124455200
02/21/2012,136.73,137.05,136.05,136.47,0.06,+0.04%,134042200
02/17/2012,136.52,136.63,135.96,136.41,0.36,+0.26%,129869400
02/16/2012,134.58,136.17,134.33,136.05,1.49,+1.11%,186567696
02/15/2012,135.63,135.83,134.29,134.56,-0.63,-0.47%,195195104
02/14/2012,135.01,135.27,134.25,135.19,-0.17,-0.13%,165996096
02/13/2012,135.32,135.52,134.74,135.36,1,+0.74%,115841800
02/10/2012,134.16,134.47,133.84,134.36,-1,-0.74%,167907392
02/09/2012,135.41,135.59,134.56,135.36,0.17,+0.13%,148601792
02/08/2012,134.87,135.22,134.31,135.19,0.4,+0.30%,139361408
02/07/2012,134.18,135.02,133.64,134.79,0.34,+0.25%,135528000
02/06/2012,133.99,134.51,133.83,134.45,-0.09,-0.07%,107694400
02/03/2012,134,134.62,133.77,134.54,1.86,+1.40%,160598496
02/02/2012,132.74,133.02,132.21,132.68,0.21,+0.16%,113090304
02/01/2012,132.29,133.14,132.13,132.47,1.15,+0.88%,166234400
01/31/2012,132.02,132.18,130.68,131.32,-0.05,-0.04%,157213104
01/30/2012,130.51,131.44,130.06,131.37,-0.45,-0.34%,147311696
01/27/2012,131.27,132.05,131.15,131.82,-0.06,-0.05%,135259008
01/26/2012,133.16,133.4,131.36,131.88,-0.68,-0.51%,184880400
01/25/2012,131.26,132.87,130.75,132.56,1.1,+0.84%,198613104
01/24/2012,130.8,131.5,130.6,131.46,-0.15,-0.11%,103083200
01/23/2012,131.51,132.25,130.98,131.61,0.07,+0.05%,129295696
01/20/2012,131.24,131.95,130.92,131.54,0.08,+0.06%,138230096
01/19/2012,131.21,131.57,130.8,131.46,0.69,+0.53%,126328800
01/18/2012,129.32,130.84,129.08,130.77,1.43,+1.11%,163395104
01/17/2012,130.09,130.32,128.9,129.34,0.5,+0.39%,132209200
01/13/2012,128.65,129.05,127.72,128.84,-0.67,-0.52%,179836096
01/12/2012,129.59,129.7,128.54,129.51,0.31,+0.24%,118983600
